cohort_date,first_session_segment,day_n,target_date,is_eligible,cohort_size,retained_visitors,retention_rate,data_origin
2015-05-06,cart_no_purchase,1,2015-05-07,true,216,15,0.06944444444444445,real
2015-05-06,cart_no_purchase,3,2015-05-09,true,216,4,0.018518518518518517,real
2015-05-06,cart_no_purchase,7,2015-05-13,true,216,2,0.009259259259259259,real
2015-05-06,cart_no_purchase,14,2015-05-20,true,216,0,0.0,real
2015-05-06,cart_no_purchase,30,2015-06-05,true,216,1,0.004629629629629629,real
2015-05-06,first_session_purchase,1,2015-05-07,true,101,9,0.0891089108910891,real
2015-05-06,first_session_purchase,3,2015-05-09,true,101,2,0.019801980198019802,real
2015-05-06,first_session_purchase,7,2015-05-13,true,101,3,0.0297029702970297,real
2015-05-06,first_session_purchase,14,2015-05-20,true,101,2,0.019801980198019802,real
2015-05-06,first_session_purchase,30,2015-06-05,true,101,3,0.0297029702970297,real
2015-05-07,all,1,2015-05-08,true,11940,355,0.029731993299832497,real
2015-05-07,all,3,2015-05-10,true,11940,90,0.007537688442211055,real
2015-05-07,all,7,2015-05-14,true,11940,123,0.010301507537688442,real
2015-05-07,all,14,2015-05-21,true,11940,59,0.004941373534338358,real
2015-05-07,all,30,2015-06-06,true,11940,26,0.0021775544388609714,real
2015-05-07,browse_only,1,2015-05-08,true,11666,338,0.02897308417623864,real
2015-05-07,browse_only,3,2015-05-10,true,11666,85,0.007286130636036345,real
2015-05-07,browse_only,7,2015-05-14,true,11666,120,0.010286302074404252,real
2015-05-07,browse_only,14,2015-05-21,true,11666,56,0.00480027430138865,real
2015-05-07,browse_only,30,2015-06-06,true,11666,25,0.002142979598834219,real
2015-05-07,cart_no_purchase,1,2015-05-08,true,203,11,0.054187192118226604,real
2015-05-07,cart_no_purchase,3,2015-05-10,true,203,3,0.014778325123152709,real
2015-05-07,cart_no_purchase,7,2015-05-14,true,203,1,0.0049261083743842365,real
2015-05-07,cart_no_purchase,14,2015-05-21,true,203,3,0.014778325123152709,real
2015-05-07,cart_no_purchase,30,2015-06-06,true,203,1,0.0049261083743842365,real
2015-05-07,first_session_purchase,1,2015-05-08,true,71,6,0.08450704225352113,real
2015-05-07,first_session_purchase,3,2015-05-10,true,71,2,0.028169014084507043,real
2015-05-07,first_session_purchase,7,2015-05-14,true,71,2,0.028169014084507043,real
2015-05-07,first_session_purchase,14,2015-05-21,true,71,0,0.0,real
2015-05-07,first_session_purchase,30,2015-06-06,true,71,0,0.0,real
2015-05-08,all,1,2015-05-09,true,10017,212,0.021164021164021163,real
2015-05-08,all,3,2015-05-11,true,10017,102,0.010182689427972447,real
2015-05-08,all,7,2015-05-15,true,10017,88,0.008785065388838973,real
2015-05-08,all,14,2015-05-22,true,10017,39,0.003893381251871818,real
2015-05-08,all,30,2015-06-07,true,10017,18,0.0017969451931716084,real
2015-05-08,browse_only,1,2015-05-09,true,9785,194,0.019826264690853346,real
2015-05-08,browse_only,3,2015-05-11,true,9785,97,0.009913132345426673,real
2015-05-08,browse_only,7,2015-05-15,true,9785,85,0.008686765457332652,real
2015-05-08,browse_only,14,2015-05-22,true,9785,38,0.003883495145631068,real
2015-05-08,browse_only,30,2015-06-07,true,9785,18,0.0018395503321410323,real
2015-05-08,cart_no_purchase,1,2015-05-09,true,184,15,0.08152173913043478,real
2015-05-08,cart_no_purchase,3,2015-05-11,true,184,4,0.021739130434782608,real
2015-05-08,cart_no_purchase,7,2015-05-15,true,184,2,0.010869565217391304,real
2015-05-08,cart_no_purchase,14,2015-05-22,true,184,1,0.005434782608695652,real
2015-05-08,cart_no_purchase,30,2015-06-07,true,184,0,0.0,real
2015-05-08,first_session_purchase,1,2015-05-09,true,48,3,0.0625,real
2015-05-08,first_session_purchase,3,2015-05-11,true,48,1,0.020833333333333332,real
2015-05-08,first_session_purchase,7,2015-05-15,true,48,1,0.020833333333333332,real
2015-05-08,first_session_purchase,14,2015-05-22,true,48,0,0.0,real
2015-05-08,first_session_purchase,30,2015-06-07,true,48,0,0.0,real
2015-05-09,all,1,2015-05-10,true,6888,196,0.028455284552845527,real
2015-05-09,all,3,2015-05-12,true,6888,75,0.01088850174216028,real
2015-05-09,all,7,2015-05-16,true,6888,58,0.008420441347270616,real
2015-05-09,all,14,2015-05-23,true,6888,35,0.00508130081300813,real
2015-05-09,all,30,2015-06-08,true,6888,8,0.0011614401858304297,real
2015-05-09,browse_only,1,2015-05-10,true,6761,187,0.027658630380121285,real
2015-05-09,browse_only,3,2015-05-12,true,6761,70,0.010353498003253957,real
2015-05-09,browse_only,7,2015-05-16,true,6761,57,0.008430705516935364,real
2015-05-09,browse_only,14,2015-05-23,true,6761,33,0.004880934772962579,real
2015-05-09,browse_only,30,2015-06-08,true,6761,8,0.001183256914657595,real
2015-05-09,cart_no_purchase,1,2015-05-10,true,102,7,0.06862745098039216,real
2015-05-09,cart_no_purchase,3,2015-05-12,true,102,4,0.0392156862745098,real
2015-05-09,cart_no_purchase,7,2015-05-16,true,102,1,0.00980392156862745,real
2015-05-09,cart_no_purchase,14,2015-05-23,true,102,2,0.0196078431372549,real
2015-05-09,cart_no_purchase,30,2015-06-08,true,102,0,0.0,real
2015-05-09,first_session_purchase,1,2015-05-10,true,25,2,0.08,real
2015-05-09,first_session_purchase,3,2015-05-12,true,25,1,0.04,real
2015-05-09,first_session_purchase,7,2015-05-16,true,25,0,0.0,real
2015-05-09,first_session_purchase,14,2015-05-23,true,25,0,0.0,real
2015-05-09,first_session_purchase,30,2015-06-08,true,25,0,0.0,real
2015-05-10,all,1,2015-05-11,true,6664,243,0.036464585834333735,real
2015-05-10,all,3,2015-05-13,true,6664,71,0.010654261704681874,real
2015-05-10,all,7,2015-05-17,true,6664,44,0.006602641056422569,real
2015-05-10,all,14,2015-05-24,true,6664,20,0.003001200480192077,real
2015-05-10,all,30,2015-06-09,true,6664,16,0.0024009603841536613,real
2015-05-10,browse_only,1,2015-05-11,true,6528,229,0.0350796568627451,real
2015-05-10,browse_only,3,2015-05-13,true,6528,68,0.010416666666666666,real
2015-05-10,browse_only,7,2015-05-17,true,6528,41,0.006280637254901961,real
2015-05-10,browse_only,14,2015-05-24,true,6528,20,0.0030637254901960784,real
2015-05-10,browse_only,30,2015-06-09,true,6528,15,0.002297794117647059,real
2015-05-10,cart_no_purchase,1,2015-05-11,true,109,9,0.08256880733944955,real
2015-05-10,cart_no_purchase,3,2015-05-13,true,109,1,0.009174311926605505,real
2015-05-10,cart_no_purchase,7,2015-05-17,true,109,2,0.01834862385321101,real
2015-05-10,cart_no_purchase,14,2015-05-24,true,109,0,0.0,real
2015-05-10,cart_no_purchase,30,2015-06-09,true,109,1,0.009174311926605505,real
2015-05-10,first_session_purchase,1,2015-05-11,true,27,5,0.18518518518518517,real
2015-05-10,first_session_purchase,3,2015-05-13,true,27,2,0.07407407407407407,real
2015-05-10,first_session_purchase,7,2015-05-17,true,27,1,0.037037037037037035,real
2015-05-10,first_session_purchase,14,2015-05-24,true,27,0,0.0,real
2015-05-10,first_session_purchase,30,2015-06-09,true,27,0,0.0,real
2015-05-11,all,1,2015-05-12,true,8618,256,0.029705268043629614,real
2015-05-11,all,3,2015-05-14,true,8618,97,0.011255511719656533,real
2015-05-11,all,7,2015-05-18,true,8618,64,0.0074263170109074034,real
2015-05-11,all,14,2015-05-25,true,8618,27,0.0031329774889765605,real
2015-05-11,all,30,2015-06-10,true,8618,16,0.0018565792527268509,real
2015-05-11,browse_only,1,2015-05-12,true,8446,240,0.028415818138763912,real
2015-05-11,browse_only,3,2015-05-14,true,8446,93,0.011011129528771016,real
2015-05-11,browse_only,7,2015-05-18,true,8446,63,0.007459152261425527,real
2015-05-11,browse_only,14,2015-05-25,true,8446,27,0.00319677954061094,real
2015-05-11,browse_only,30,2015-06-10,true,8446,15,0.0017759886336727445,real
2015-05-11,cart_no_purchase,1,2015-05-12,true,140,13,0.09285714285714286,real
2015-05-11,cart_no_purchase,3,2015-05-14,true,140,3,0.02142857142857143,real
2015-05-11,cart_no_purchase,7,2015-05-18,true,140,0,0.0,real
2015-05-11,cart_no_purchase,14,2015-05-25,true,140,0,0.0,real
2015-05-11,cart_no_purchase,30,2015-06-10,true,140,1,0.007142857142857143,real
2015-05-11,first_session_purchase,1,2015-05-12,true,32,3,0.09375,real
2015-05-11,first_session_purchase,3,2015-05-14,true,32,1,0.03125,real
2015-05-11,first_session_purchase,7,2015-05-18,true,32,1,0.03125,real
2015-05-11,first_session_purchase,14,2015-05-25,true,32,0,0.0,real
2015-05-11,first_session_purchase,30,2015-06-10,true,32,0,0.0,real
2015-05-12,all,1,2015-05-13,true,11740,406,0.03458262350936968,real
2015-05-12,all,3,2015-05-15,true,11740,154,0.013117546848381602,real
2015-05-12,all,7,2015-05-19,true,11740,103,0.008773424190800681,real
2015-05-12,all,14,2015-05-26,true,11740,76,0.006473594548551959,real
2015-05-12,all,30,2015-06-11,true,11740,30,0.002555366269165247,real
2015-05-12,browse_only,1,2015-05-13,true,11474,385,0.03355412236360467,real
2015-05-12,browse_only,3,2015-05-15,true,11474,149,0.012985881122537912,real
2015-05-12,browse_only,7,2015-05-19,true,11474,97,0.008453895764336762,real
2015-05-12,browse_only,14,2015-05-26,true,11474,74,0.00644936377897856,real
2015-05-12,browse_only,30,2015-06-11,true,11474,30,0.0026146069374237404,real
2015-05-12,cart_no_purchase,1,2015-05-13,true,199,15,0.07537688442211055,real
2015-05-12,cart_no_purchase,3,2015-05-15,true,199,3,0.01507537688442211,real
2015-05-12,cart_no_purchase,7,2015-05-19,true,199,4,0.020100502512562814,real
2015-05-12,cart_no_purchase,14,2015-05-26,true,199,1,0.005025125628140704,real
2015-05-12,cart_no_purchase,30,2015-06-11,true,199,0,0.0,real
2015-05-12,first_session_purchase,1,2015-05-13,true,67,6,0.08955223880597014,real
2015-05-12,first_session_purchase,3,2015-05-15,true,67,2,0.029850746268656716,real
2015-05-12,first_session_purchase,7,2015-05-19,true,67,2,0.029850746268656716,real
2015-05-12,first_session_purchase,14,2015-05-26,true,67,1,0.014925373134328358,real
2015-05-12,first_session_purchase,30,2015-06-11,true,67,0,0.0,real
2015-05-13,all,1,2015-05-14,true,12058,396,0.032841267208492286,real
2015-05-13,all,3,2015-05-16,true,12058,121,0.01003483164703931,real
2015-05-13,all,7,2015-05-20,true,12058,99,0.008210316802123072,real
2015-05-13,all,14,2015-05-27,true,12058,59,0.004893017084093548,real
2015-05-13,all,30,2015-06-12,true,12058,18,0.0014927848731132857,real
2015-05-13,browse_only,1,2015-05-14,true,11806,375,0.031763510079620534,real
2015-05-13,browse_only,3,2015-05-16,true,11806,106,0.008978485515839404,real
2015-05-13,browse_only,7,2015-05-20,true,11806,97,0.008216161273928511,real
2015-05-13,browse_only,14,2015-05-27,true,11806,54,0.004573945451465357,real
2015-05-13,browse_only,30,2015-06-12,true,11806,18,0.0015246484838217856,real
2015-05-13,cart_no_purchase,1,2015-05-14,true,170,11,0.06470588235294118,real
2015-05-13,cart_no_purchase,3,2015-05-16,true,170,11,0.06470588235294118,real
2015-05-13,cart_no_purchase,7,2015-05-20,true,170,2,0.011764705882352941,real
2015-05-13,cart_no_purchase,14,2015-05-27,true,170,2,0.011764705882352941,real
2015-05-13,cart_no_purchase,30,2015-06-12,true,170,0,0.0,real
2015-05-13,first_session_purchase,1,2015-05-14,true,82,10,0.12195121951219512,real
2015-05-13,first_session_purchase,3,2015-05-16,true,82,4,0.04878048780487805,real
2015-05-13,first_session_purchase,7,2015-05-20,true,82,0,0.0,real
2015-05-13,first_session_purchase,14,2015-05-27,true,82,3,0.036585365853658534,real
2015-05-13,first_session_purchase,30,2015-06-12,true,82,0,0.0,real
2015-05-14,all,1,2015-05-15,true,12143,389,0.03203491723626781,real
2015-05-14,all,3,2015-05-17,true,12143,101,0.008317549205303467,real
2015-05-14,all,7,2015-05-21,true,12143,95,0.007823437371325043,real
2015-05-14,all,14,2015-05-28,true,12143,51,0.004199950588816602,real
2015-05-14,all,30,2015-06-13,true,12143,16,0.0013176315572757968,real
2015-05-14,browse_only,1,2015-05-15,true,11824,363,0.03070027063599459,real
2015-05-14,browse_only,3,2015-05-17,true,11824,98,0.008288227334235454,real
2015-05-14,browse_only,7,2015-05-21,true,11824,90,0.0076116373477672535,real
2015-05-14,browse_only,14,2015-05-28,true,11824,48,0.0040595399188092015,real
2015-05-14,browse_only,30,2015-06-13,true,11824,16,0.0013531799729364006,real
2015-05-14,cart_no_purchase,1,2015-05-15,true,236,19,0.08050847457627118,real
2015-05-14,cart_no_purchase,3,2015-05-17,true,236,3,0.012711864406779662,real
2015-05-14,cart_no_purchase,7,2015-05-21,true,236,2,0.00847457627118644,real
2015-05-14,cart_no_purchase,14,2015-05-28,true,236,3,0.012711864406779662,real
2015-05-14,cart_no_purchase,30,2015-06-13,true,236,0,0.0,real
2015-05-14,first_session_purchase,1,2015-05-15,true,83,7,0.08433734939759036,real
2015-05-14,first_session_purchase,3,2015-05-17,true,83,0,0.0,real
2015-05-14,first_session_purchase,7,2015-05-21,true,83,3,0.03614457831325301,real
2015-05-14,first_session_purchase,14,2015-05-28,true,83,0,0.0,real
2015-05-14,first_session_purchase,30,2015-06-13,true,83,0,0.0,real
2015-05-15,all,1,2015-05-16,true,11199,276,0.024645057594428074,real
2015-05-15,all,3,2015-05-18,true,11199,179,0.015983569961603716,real
2015-05-15,all,7,2015-05-22,true,11199,77,0.006875613894097687,real
2015-05-15,all,14,2015-05-29,true,11199,45,0.004018215912135012,real
2015-05-15,all,30,2015-06-14,true,11199,16,0.0014286989909813375,real
2015-05-15,browse_only,1,2015-05-16,true,10946,256,0.023387538826968757,real
2015-05-15,browse_only,3,2015-05-18,true,10946,169,0.015439429928741092,real
2015-05-15,browse_only,7,2015-05-22,true,10946,73,0.006669102868627809,real
2015-05-15,browse_only,14,2015-05-29,true,10946,44,0.004019733235885255,real
2015-05-15,browse_only,30,2015-06-14,true,10946,16,0.0014617211766855473,real
2015-05-15,cart_no_purchase,1,2015-05-16,true,191,12,0.06282722513089005,real
2015-05-15,cart_no_purchase,3,2015-05-18,true,191,8,0.041884816753926704,real
2015-05-15,cart_no_purchase,7,2015-05-22,true,191,1,0.005235602094240838,real
2015-05-15,cart_no_purchase,14,2015-05-29,true,191,1,0.005235602094240838,real
2015-05-15,cart_no_purchase,30,2015-06-14,true,191,0,0.0,real
2015-05-15,first_session_purchase,1,2015-05-16,true,62,8,0.12903225806451613,real
2015-05-15,first_session_purchase,3,2015-05-18,true,62,2,0.03225806451612903,real
2015-05-15,first_session_purchase,7,2015-05-22,true,62,3,0.04838709677419355,real
2015-05-15,first_session_purchase,14,2015-05-29,true,62,0,0.0,real
2015-05-15,first_session_purchase,30,2015-06-14,true,62,0,0.0,real
2015-05-16,all,1,2015-05-17,true,10183,337,0.03309437297456545,real
2015-05-16,all,3,2015-05-19,true,10183,128,0.012569969557104979,real
2015-05-16,all,7,2015-05-23,true,10183,63,0.006186781891387607,real
2015-05-16,all,14,2015-05-30,true,10183,34,0.00333889816360601,real
2015-05-16,all,30,2015-06-15,true,10183,20,0.001964057743297653,real
2015-05-16,browse_only,1,2015-05-17,true,9953,316,0.03174922134029941,real
2015-05-16,browse_only,3,2015-05-19,true,9953,119,0.011956194112327942,real
2015-05-16,browse_only,7,2015-05-23,true,9953,60,0.006028333165879634,real
2015-05-16,browse_only,14,2015-05-30,true,9953,32,0.003215111021802472,real
2015-05-16,browse_only,30,2015-06-15,true,9953,20,0.0020094443886265446,real
2015-05-16,cart_no_purchase,1,2015-05-17,true,165,15,0.09090909090909091,real
2015-05-16,cart_no_purchase,3,2015-05-19,true,165,5,0.030303030303030304,real
2015-05-16,cart_no_purchase,7,2015-05-23,true,165,2,0.012121212121212121,real
2015-05-16,cart_no_purchase,14,2015-05-30,true,165,2,0.012121212121212121,real
2015-05-16,cart_no_purchase,30,2015-06-15,true,165,0,0.0,real
2015-05-16,first_session_purchase,1,2015-05-17,true,65,6,0.09230769230769231,real
2015-05-16,first_session_purchase,3,2015-05-19,true,65,4,0.06153846153846154,real
2015-05-16,first_session_purchase,7,2015-05-23,true,65,1,0.015384615384615385,real
2015-05-16,first_session_purchase,14,2015-05-30,true,65,0,0.0,real
2015-05-16,first_session_purchase,30,2015-06-15,true,65,0,0.0,real
2015-05-17,all,1,2015-05-18,true,10722,330,0.03077783995523223,real
2015-05-17,all,3,2015-05-20,true,10722,121,0.011285207983585153,real
2015-05-17,all,7,2015-05-24,true,10722,79,0.007368028352919232,real
2015-05-17,all,14,2015-05-31,true,10722,31,0.0028912516321581796,real
2015-05-17,all,30,2015-06-16,true,10722,23,0.002145122178698004,real
2015-05-17,browse_only,1,2015-05-18,true,10457,304,0.02907143540212298,real
2015-05-17,browse_only,3,2015-05-20,true,10457,112,0.010710528832361097,real
2015-05-17,browse_only,7,2015-05-24,true,10457,76,0.007267858850530745,real
2015-05-17,browse_only,14,2015-05-31,true,10457,31,0.0029645213732428038,real
2015-05-17,browse_only,30,2015-06-16,true,10457,23,0.0021994835995027256,real
2015-05-17,cart_no_purchase,1,2015-05-18,true,202,18,0.0891089108910891,real
2015-05-17,cart_no_purchase,3,2015-05-20,true,202,7,0.034653465346534656,real
2015-05-17,cart_no_purchase,7,2015-05-24,true,202,3,0.01485148514851485,real
2015-05-17,cart_no_purchase,14,2015-05-31,true,202,0,0.0,real
2015-05-17,cart_no_purchase,30,2015-06-16,true,202,0,0.0,real
2015-05-17,first_session_purchase,1,2015-05-18,true,63,8,0.12698412698412698,real
2015-05-17,first_session_purchase,3,2015-05-20,true,63,2,0.031746031746031744,real
2015-05-17,first_session_purchase,7,2015-05-24,true,63,0,0.0,real
2015-05-17,first_session_purchase,14,2015-05-31,true,63,0,0.0,real
2015-05-17,first_session_purchase,30,2015-06-16,true,63,0,0.0,real
2015-05-18,all,1,2015-05-19,true,13696,446,0.0325642523364486,real
2015-05-18,all,3,2015-05-21,true,13696,125,0.009126752336448598,real
2015-05-18,all,7,2015-05-25,true,13696,89,0.006498247663551402,real
2015-05-18,all,14,2015-06-01,true,13696,45,0.0032856308411214953,real
2015-05-18,all,30,2015-06-17,true,13696,39,0.0028475467289719625,real
2015-05-18,browse_only,1,2015-05-19,true,13420,420,0.03129657228017884,real
2015-05-18,browse_only,3,2015-05-21,true,13420,122,0.00909090909090909,real
2015-05-18,browse_only,7,2015-05-25,true,13420,88,0.006557377049180328,real
2015-05-18,browse_only,14,2015-06-01,true,13420,43,0.003204172876304024,real
2015-05-18,browse_only,30,2015-06-17,true,13420,39,0.0029061102831594637,real
2015-05-18,cart_no_purchase,1,2015-05-19,true,197,22,0.1116751269035533,real
2015-05-18,cart_no_purchase,3,2015-05-21,true,197,2,0.01015228426395939,real
2015-05-18,cart_no_purchase,7,2015-05-25,true,197,1,0.005076142131979695,real
2015-05-18,cart_no_purchase,14,2015-06-01,true,197,1,0.005076142131979695,real
2015-05-18,cart_no_purchase,30,2015-06-17,true,197,0,0.0,real
2015-05-18,first_session_purchase,1,2015-05-19,true,79,4,0.05063291139240506,real
2015-05-18,first_session_purchase,3,2015-05-21,true,79,1,0.012658227848101266,real
2015-05-18,first_session_purchase,7,2015-05-25,true,79,0,0.0,real
2015-05-18,first_session_purchase,14,2015-06-01,true,79,1,0.012658227848101266,real
2015-05-18,first_session_purchase,30,2015-06-17,true,79,0,0.0,real
2015-05-19,all,1,2015-05-20,true,13554,397,0.029290246421720526,real
2015-05-19,all,3,2015-05-22,true,13554,123,0.009074811863656485,real
2015-05-19,all,7,2015-05-26,true,13554,85,0.006271211450494319,real
2015-05-19,all,14,2015-06-02,true,13554,60,0.004426737494466578,real
2015-05-19,all,30,2015-06-18,true,13554,28,0.00206581083075107,real
2015-05-19,browse_only,1,2015-05-20,true,13246,376,0.02838592782726861,real
2015-05-19,browse_only,3,2015-05-22,true,13246,117,0.008832855201570285,real
2015-05-19,browse_only,7,2015-05-26,true,13246,78,0.00588857013438019,real
2015-05-19,browse_only,14,2015-06-02,true,13246,57,0.004303185867431678,real
2015-05-19,browse_only,30,2015-06-18,true,13246,27,0.0020383512003623737,real
2015-05-19,cart_no_purchase,1,2015-05-20,true,234,15,0.0641025641025641,real
2015-05-19,cart_no_purchase,3,2015-05-22,true,234,5,0.021367521367521368,real
2015-05-19,cart_no_purchase,7,2015-05-26,true,234,5,0.021367521367521368,real
2015-05-19,cart_no_purchase,14,2015-06-02,true,234,2,0.008547008547008548,real
2015-05-19,cart_no_purchase,30,2015-06-18,true,234,1,0.004273504273504274,real
2015-05-19,first_session_purchase,1,2015-05-20,true,74,6,0.08108108108108109,real
2015-05-19,first_session_purchase,3,2015-05-22,true,74,1,0.013513513513513514,real
2015-05-19,first_session_purchase,7,2015-05-26,true,74,2,0.02702702702702703,real
2015-05-19,first_session_purchase,14,2015-06-02,true,74,1,0.013513513513513514,real
2015-05-19,first_session_purchase,30,2015-06-18,true,74,0,0.0,real
2015-05-20,all,1,2015-05-21,true,11574,324,0.027993779160186624,real
2015-05-20,all,3,2015-05-23,true,11574,88,0.007603248660791429,real
2015-05-20,all,7,2015-05-27,true,11574,65,0.005616035942630033,real
2015-05-20,all,14,2015-06-03,true,11574,45,0.0038880248833592537,real
2015-05-20,all,30,2015-06-19,true,11574,22,0.0019008121651978573,real
2015-05-20,browse_only,1,2015-05-21,true,11381,309,0.02715051401458571,real
2015-05-20,browse_only,3,2015-05-23,true,11381,87,0.007644319479834813,real
2015-05-20,browse_only,7,2015-05-27,true,11381,65,0.005711273174589228,real
2015-05-20,browse_only,14,2015-06-03,true,11381,43,0.003778226869343643,real
2015-05-20,browse_only,30,2015-06-19,true,11381,22,0.0019330463052455848,real
2015-05-20,cart_no_purchase,1,2015-05-21,true,144,10,0.06944444444444445,real
2015-05-20,cart_no_purchase,3,2015-05-23,true,144,1,0.006944444444444444,real
2015-05-20,cart_no_purchase,7,2015-05-27,true,144,0,0.0,real
2015-05-20,cart_no_purchase,14,2015-06-03,true,144,1,0.006944444444444444,real
2015-05-20,cart_no_purchase,30,2015-06-19,true,144,0,0.0,real
2015-05-20,first_session_purchase,1,2015-05-21,true,49,5,0.10204081632653061,real
2015-05-20,first_session_purchase,3,2015-05-23,true,49,0,0.0,real
