scenario_id,activity_date,channel,campaign_id,spend,impressions,clicks,conversions,simulated_gmv,ctr,click_cvr,cac,roas,simulated_aov,seed,data_origin
no_effect,2026-06-05,display,DSP-A,54.45,42,8,1,153.13,0.19047619047619047,0.125,54.45,2.812304866850321,153.13,20260809,synthetic
no_effect,2026-06-05,display,DSP-B,81.40,57,16,8,994.60,0.2807017543859649,0.5,10.175,12.218673218673219,124.325,20260809,synthetic
no_effect,2026-06-05,paid_search,SEA-A,101.98,114,25,6,602.25,0.21929824561403508,0.24,16.996666666666666,5.905569719552854,100.375,20260809,synthetic
no_effect,2026-06-05,paid_search,SEA-B,112.94,141,39,13,1556.74,0.2765957446808511,0.3333333333333333,8.687692307692307,13.783778997697892,119.74923076923076,20260809,synthetic
no_effect,2026-06-05,paid_social,SOC-A,101.79,121,31,13,1378.43,0.256198347107438,0.41935483870967744,7.83,13.541899990175851,106.03307692307693,20260809,synthetic
no_effect,2026-06-05,paid_social,SOC-B,71.70,102,20,10,1087.63,0.19607843137254902,0.5,7.17,15.169177126917713,108.763,20260809,synthetic
no_effect,2026-06-06,affiliate,AFF-A,63.55,86,21,9,730.33,0.2441860465116279,0.42857142857142855,7.061111111111111,11.492210857592449,81.14777777777778,20260809,synthetic
no_effect,2026-06-06,affiliate,AFF-B,74.37,67,19,8,919.95,0.2835820895522388,0.42105263157894735,9.29625,12.36990722065349,114.99375,20260809,synthetic
no_effect,2026-06-06,display,DSP-A,77.64,59,16,6,743.87,0.2711864406779661,0.375,12.94,9.581014940752189,123.97833333333334,20260809,synthetic
no_effect,2026-06-06,display,DSP-B,80.95,56,16,3,307.14,0.2857142857142857,0.1875,26.983333333333334,3.79419394688079,102.38,20260809,synthetic
no_effect,2026-06-06,paid_search,SEA-A,89.31,121,27,8,821.73,0.2231404958677686,0.2962962962962963,11.16375,9.200873362445416,102.71625,20260809,synthetic
no_effect,2026-06-06,paid_search,SEA-B,90.78,120,29,7,785.06,0.24166666666666667,0.2413793103448276,12.968571428571428,8.647940074906366,112.15142857142857,20260809,synthetic
no_effect,2026-06-06,paid_social,SOC-A,78.65,112,28,9,814.58,0.25,0.32142857142857145,8.738888888888889,10.35702479338843,90.50888888888889,20260809,synthetic
no_effect,2026-06-06,paid_social,SOC-B,65.96,94,22,8,926.01,0.23404255319148937,0.36363636363636365,8.245,14.038963007883567,115.75125,20260809,synthetic
no_effect,2026-06-07,affiliate,AFF-A,64.83,77,22,5,512.22,0.2857142857142857,0.22727272727272727,12.966,7.900971772327627,102.444,20260809,synthetic
no_effect,2026-06-07,affiliate,AFF-B,80.16,75,17,6,553.10,0.22666666666666666,0.35294117647058826,13.36,6.8999500998003995,92.18333333333334,20260809,synthetic
no_effect,2026-06-07,display,DSP-A,73.14,54,16,9,1010.77,0.2962962962962963,0.5625,8.126666666666667,13.819660924254853,112.30777777777777,20260809,synthetic
no_effect,2026-06-07,display,DSP-B,73.79,59,15,4,473.32,0.2542372881355932,0.26666666666666666,18.4475,6.41441929800786,118.33,20260809,synthetic
no_effect,2026-06-07,paid_search,SEA-A,83.62,120,30,8,725.45,0.25,0.26666666666666666,10.4525,8.675556087060512,90.68125,20260809,synthetic
no_effect,2026-06-07,paid_search,SEA-B,107.34,134,35,8,1005.01,0.26119402985074625,0.22857142857142856,13.4175,9.36286566051798,125.62625,20260809,synthetic
no_effect,2026-06-07,paid_social,SOC-A,93.76,114,23,9,1080.94,0.20175438596491227,0.391304347826087,10.41777777777778,11.528796928327646,120.10444444444445,20260809,synthetic
no_effect,2026-06-07,paid_social,SOC-B,64.18,104,20,7,901.81,0.19230769230769232,0.35,9.168571428571429,14.051262075412899,128.82999999999998,20260809,synthetic
no_effect,2026-06-08,affiliate,AFF-A,77.81,82,21,4,366.20,0.25609756097560976,0.19047619047619047,19.4525,4.706335946536434,91.55,20260809,synthetic
no_effect,2026-06-08,affiliate,AFF-B,71.75,93,19,6,552.78,0.20430107526881722,0.3157894736842105,11.958333333333334,7.704250871080139,92.13,20260809,synthetic
no_effect,2026-06-08,display,DSP-A,77.72,60,16,6,814.07,0.26666666666666666,0.375,12.953333333333333,10.47439526505404,135.67833333333334,20260809,synthetic
no_effect,2026-06-08,display,DSP-B,73.68,45,15,4,316.66,0.3333333333333333,0.26666666666666666,18.42,4.297774158523344,79.165,20260809,synthetic
no_effect,2026-06-08,paid_search,SEA-A,86.05,127,24,8,1097.67,0.1889763779527559,0.3333333333333333,10.75625,12.756188262638002,137.20875,20260809,synthetic
no_effect,2026-06-08,paid_search,SEA-B,109.45,124,40,13,1421.31,0.3225806451612903,0.325,8.419230769230769,12.985929648241205,109.33153846153846,20260809,synthetic
no_effect,2026-06-08,paid_social,SOC-A,69.68,112,24,11,1356.90,0.21428571428571427,0.4583333333333333,6.334545454545455,19.473306544202067,123.35454545454546,20260809,synthetic
no_effect,2026-06-08,paid_social,SOC-B,94.75,100,26,9,1064.21,0.26,0.34615384615384615,10.527777777777779,11.231767810026385,118.24555555555555,20260809,synthetic
no_effect,2026-06-09,affiliate,AFF-A,72.49,66,15,5,393.71,0.22727272727272727,0.3333333333333333,14.498,5.431231894054353,78.74199999999999,20260809,synthetic
no_effect,2026-06-09,affiliate,AFF-B,78.11,80,24,9,1024.04,0.3,0.375,8.678888888888888,13.110229163999488,113.78222222222222,20260809,synthetic
no_effect,2026-06-09,display,DSP-A,50.78,57,14,4,368.00,0.24561403508771928,0.2857142857142857,12.695,7.246947617172115,92.0,20260809,synthetic
no_effect,2026-06-09,display,DSP-B,62.87,51,9,3,407.36,0.17647058823529413,0.3333333333333333,20.956666666666667,6.479401940512169,135.78666666666666,20260809,synthetic
no_effect,2026-06-09,paid_search,SEA-A,127.02,128,45,17,1874.23,0.3515625,0.37777777777777777,7.471764705882353,14.755392851519446,110.24882352941177,20260809,synthetic
no_effect,2026-06-09,paid_search,SEA-B,103.44,130,34,6,432.29,0.26153846153846155,0.17647058823529413,17.24,4.179137664346482,72.04833333333333,20260809,synthetic
no_effect,2026-06-09,paid_social,SOC-A,77.03,106,31,14,1572.63,0.29245283018867924,0.45161290322580644,5.502142857142857,20.415812021290407,112.3307142857143,20260809,synthetic
no_effect,2026-06-09,paid_social,SOC-B,69.49,108,24,10,1192.21,0.2222222222222222,0.4166666666666667,6.949,17.156569290545406,119.221,20260809,synthetic
no_effect,2026-06-10,affiliate,AFF-A,73.86,76,19,5,481.56,0.25,0.2631578947368421,14.772,6.519902518277823,96.312,20260809,synthetic
no_effect,2026-06-10,affiliate,AFF-B,73.13,60,13,6,708.63,0.21666666666666667,0.46153846153846156,12.188333333333333,9.690004102283606,118.105,20260809,synthetic
no_effect,2026-06-10,display,DSP-A,57.09,62,17,3,220.66,0.27419354838709675,0.17647058823529413,19.03,3.865125240847784,73.55333333333333,20260809,synthetic
no_effect,2026-06-10,display,DSP-B,56.90,56,13,4,384.72,0.23214285714285715,0.3076923076923077,14.225,6.761335676625659,96.18,20260809,synthetic
no_effect,2026-06-10,paid_search,SEA-A,95.67,126,31,7,666.38,0.24603174603174602,0.22580645161290322,13.667142857142858,6.965401902372739,95.19714285714285,20260809,synthetic
no_effect,2026-06-10,paid_search,SEA-B,101.65,125,29,9,1219.33,0.232,0.3103448275862069,11.294444444444444,11.995376291195276,135.4811111111111,20260809,synthetic
no_effect,2026-06-10,paid_social,SOC-A,84.03,101,27,10,1072.87,0.26732673267326734,0.37037037037037035,8.403,12.76770201118648,107.28699999999999,20260809,synthetic
no_effect,2026-06-10,paid_social,SOC-B,75.08,102,21,5,576.55,0.20588235294117646,0.23809523809523808,15.016,7.679142248268513,115.30999999999999,20260809,synthetic
no_effect,2026-06-11,affiliate,AFF-A,75.35,64,17,7,674.07,0.265625,0.4117647058823529,10.764285714285714,8.945852687458528,96.2957142857143,20260809,synthetic
no_effect,2026-06-11,affiliate,AFF-B,66.14,66,21,8,1027.16,0.3181818181818182,0.38095238095238093,8.2675,15.530087692772907,128.395,20260809,synthetic
no_effect,2026-06-11,display,DSP-A,54.46,52,12,2,152.59,0.23076923076923078,0.16666666666666666,27.23,2.8018729342636797,76.295,20260809,synthetic
no_effect,2026-06-11,display,DSP-B,64.08,52,13,6,664.69,0.25,0.46153846153846156,10.68,10.372815230961299,110.78166666666668,20260809,synthetic
no_effect,2026-06-11,paid_search,SEA-A,88.44,126,31,10,1118.07,0.24603174603174602,0.3225806451612903,8.844,12.642130257801899,111.80699999999999,20260809,synthetic
no_effect,2026-06-11,paid_search,SEA-B,103.09,138,36,12,1395.18,0.2608695652173913,0.3333333333333333,8.590833333333334,13.533611407508003,116.265,20260809,synthetic
no_effect,2026-06-11,paid_social,SOC-A,95.82,119,30,9,817.09,0.25210084033613445,0.3,10.646666666666667,8.527342934669173,90.78777777777778,20260809,synthetic
no_effect,2026-06-11,paid_social,SOC-B,82.81,119,27,12,1177.70,0.226890756302521,0.4444444444444444,6.900833333333334,14.221712353580486,98.14166666666667,20260809,synthetic
no_effect,2026-06-12,affiliate,AFF-A,61.61,71,23,12,1204.54,0.323943661971831,0.5217391304347826,5.134166666666666,19.551046907969486,100.37833333333333,20260809,synthetic
no_effect,2026-06-12,affiliate,AFF-B,78.36,83,24,10,1120.10,0.2891566265060241,0.4166666666666667,7.836,14.294282797345584,112.00999999999999,20260809,synthetic
no_effect,2026-06-12,display,DSP-A,65.14,42,10,3,165.75,0.23809523809523808,0.3,21.713333333333335,2.5445194964691433,55.25,20260809,synthetic
no_effect,2026-06-12,display,DSP-B,55.75,58,12,6,623.40,0.20689655172413793,0.5,9.291666666666666,11.182062780269058,103.89999999999999,20260809,synthetic
no_effect,2026-06-12,paid_search,SEA-A,84.00,114,25,9,948.98,0.21929824561403508,0.36,9.333333333333334,11.297380952380953,105.44222222222223,20260809,synthetic
no_effect,2026-06-12,paid_search,SEA-B,116.27,145,42,17,1679.66,0.2896551724137931,0.40476190476190477,6.839411764705882,14.446202803818698,98.80352941176471,20260809,synthetic
no_effect,2026-06-12,paid_social,SOC-A,98.81,108,32,8,920.02,0.2962962962962963,0.25,12.35125,9.311000910838983,115.0025,20260809,synthetic
no_effect,2026-06-12,paid_social,SOC-B,79.54,92,12,4,357.78,0.13043478260869565,0.3333333333333333,19.885,4.4981141563992955,89.445,20260809,synthetic
no_effect,2026-06-13,affiliate,AFF-A,56.48,60,13,5,377.53,0.21666666666666667,0.38461538461538464,11.296,6.684313031161473,75.506,20260809,synthetic
no_effect,2026-06-13,affiliate,AFF-B,81.34,61,20,5,366.34,0.32786885245901637,0.25,16.268,4.503811163019424,73.268,20260809,synthetic
no_effect,2026-06-13,display,DSP-A,62.31,52,16,7,716.11,0.3076923076923077,0.4375,8.901428571428571,11.492697801316,102.30142857142857,20260809,synthetic
no_effect,2026-06-13,display,DSP-B,75.11,44,17,3,225.96,0.38636363636363635,0.17647058823529413,25.036666666666665,3.0083876980428705,75.32000000000001,20260809,synthetic
no_effect,2026-06-13,paid_search,SEA-A,104.05,134,33,15,1570.38,0.2462686567164179,0.45454545454545453,6.9366666666666665,15.0925516578568,104.69200000000001,20260809,synthetic
no_effect,2026-06-13,paid_search,SEA-B,77.63,121,26,7,547.61,0.21487603305785125,0.2692307692307692,11.09,7.054102795311092,78.23,20260809,synthetic
no_effect,2026-06-13,paid_social,SOC-A,88.52,96,23,7,720.78,0.23958333333333334,0.30434782608695654,12.645714285714286,8.142566651604158,102.96857142857142,20260809,synthetic
no_effect,2026-06-13,paid_social,SOC-B,80.11,112,30,4,426.30,0.26785714285714285,0.13333333333333333,20.0275,5.3214330295843215,106.575,20260809,synthetic
no_effect,2026-06-14,affiliate,AFF-A,56.32,76,14,5,561.95,0.18421052631578946,0.35714285714285715,11.264,9.977805397727273,112.39000000000001,20260809,synthetic
no_effect,2026-06-14,affiliate,AFF-B,65.83,74,18,6,768.32,0.24324324324324326,0.3333333333333333,10.971666666666666,11.671274494911136,128.05333333333334,20260809,synthetic
no_effect,2026-06-14,display,DSP-A,61.68,58,12,2,261.37,0.20689655172413793,0.16666666666666666,30.84,4.237516212710766,130.685,20260809,synthetic
no_effect,2026-06-14,display,DSP-B,72.10,51,13,5,650.46,0.2549019607843137,0.38461538461538464,14.419999999999998,9.021636615811374,130.092,20260809,synthetic
no_effect,2026-06-14,paid_search,SEA-A,112.05,140,38,10,1072.46,0.2714285714285714,0.2631578947368421,11.205,9.571262829094154,107.24600000000001,20260809,synthetic
no_effect,2026-06-14,paid_search,SEA-B,115.50,129,39,13,1307.47,0.3023255813953488,0.3333333333333333,8.884615384615385,11.32008658008658,100.57461538461538,20260809,synthetic
no_effect,2026-06-14,paid_social,SOC-A,86.59,105,26,6,706.22,0.24761904761904763,0.23076923076923078,14.431666666666667,8.155907148631481,117.70333333333333,20260809,synthetic
no_effect,2026-06-14,paid_social,SOC-B,95.29,108,23,6,662.22,0.21296296296296297,0.2608695652173913,15.881666666666668,6.949522510231923,110.37,20260809,synthetic
no_effect,2026-06-15,affiliate,AFF-A,74.84,68,18,11,1146.83,0.2647058823529412,0.6111111111111112,6.803636363636364,15.323757349011222,104.25727272727272,20260809,synthetic
no_effect,2026-06-15,affiliate,AFF-B,85.09,70,18,4,465.89,0.2571428571428571,0.2222222222222222,21.2725,5.475261487836408,116.4725,20260809,synthetic
no_effect,2026-06-15,display,DSP-A,64.03,61,20,6,730.44,0.32786885245901637,0.3,10.671666666666667,11.40777760424801,121.74000000000001,20260809,synthetic
no_effect,2026-06-15,display,DSP-B,71.73,61,17,2,231.51,0.2786885245901639,0.11764705882352941,35.865,3.2275198661647844,115.755,20260809,synthetic
no_effect,2026-06-15,paid_search,SEA-A,91.50,133,33,11,1185.68,0.24812030075187969,0.3333333333333333,8.318181818181818,12.95825136612022,107.78909090909092,20260809,synthetic
no_effect,2026-06-15,paid_search,SEA-B,100.70,125,28,6,680.89,0.224,0.21428571428571427,16.783333333333335,6.761569016881827,113.48166666666667,20260809,synthetic
no_effect,2026-06-15,paid_social,SOC-A,85.08,113,21,6,674.95,0.18584070796460178,0.2857142857142857,14.18,7.933121767748003,112.49166666666667,20260809,synthetic
no_effect,2026-06-15,paid_social,SOC-B,90.89,108,27,9,1051.24,0.25,0.3333333333333333,10.098888888888888,11.566068874463637,116.80444444444444,20260809,synthetic
no_effect,2026-06-16,affiliate,AFF-A,80.87,60,14,3,233.88,0.23333333333333334,0.21428571428571427,26.956666666666667,2.892048967478669,77.96,20260809,synthetic
no_effect,2026-06-16,affiliate,AFF-B,69.74,67,19,8,640.68,0.2835820895522388,0.42105263157894735,8.7175,9.186693432750214,80.085,20260809,synthetic
no_effect,2026-06-16,display,DSP-A,47.29,46,9,3,420.48,0.1956521739130435,0.3333333333333333,15.763333333333334,8.8915204060055,140.16,20260809,synthetic
no_effect,2026-06-16,display,DSP-B,60.63,63,18,7,801.36,0.2857142857142857,0.3888888888888889,8.661428571428571,13.217219198416625,114.48,20260809,synthetic
no_effect,2026-06-16,paid_search,SEA-A,107.51,117,36,7,738.67,0.3076923076923077,0.19444444444444445,15.358571428571429,6.870709701423123,105.52428571428571,20260809,synthetic
no_effect,2026-06-16,paid_search,SEA-B,100.40,140,38,17,1776.35,0.2714285714285714,0.4473684210526316,5.905882352941177,17.692729083665338,104.49117647058823,20260809,synthetic
no_effect,2026-06-16,paid_social,SOC-A,71.45,80,23,8,775.07,0.2875,0.34782608695652173,8.93125,10.847725682295312,96.88375,20260809,synthetic
no_effect,2026-06-16,paid_social,SOC-B,78.22,103,27,8,686.58,0.2621359223300971,0.2962962962962963,9.7775,8.77755049859371,85.8225,20260809,synthetic
no_effect,2026-06-17,affiliate,AFF-A,79.13,75,22,3,314.45,0.29333333333333333,0.13636363636363635,26.376666666666665,3.9738405156072285,104.81666666666666,20260809,synthetic
no_effect,2026-06-17,affiliate,AFF-B,71.38,70,17,3,213.92,0.24285714285714285,0.17647058823529413,23.793333333333333,2.996917904174839,71.30666666666666,20260809,synthetic
no_effect,2026-06-17,display,DSP-A,56.34,50,17,7,684.98,0.34,0.4117647058823529,8.04857142857143,12.157969471068512,97.85428571428572,20260809,synthetic
no_effect,2026-06-17,display,DSP-B,71.14,54,18,8,870.47,0.3333333333333333,0.4444444444444444,8.8925,12.236013494517852,108.80875,20260809,synthetic
no_effect,2026-06-17,paid_search,SEA-A,109.94,126,40,15,1484.18,0.31746031746031744,0.375,7.3293333333333335,13.499909041295252,98.94533333333334,20260809,synthetic
no_effect,2026-06-17,paid_search,SEA-B,109.00,127,33,12,1240.47,0.25984251968503935,0.36363636363636365,9.083333333333334,11.38045871559633,103.3725,20260809,synthetic
no_effect,2026-06-17,paid_social,SOC-A,98.22,108,26,10,991.22,0.24074074074074073,0.38461538461538464,9.822,10.09183465689269,99.122,20260809,synthetic
no_effect,2026-06-17,paid_social,SOC-B,70.49,103,24,5,605.58,0.23300970873786409,0.20833333333333334,14.097999999999999,8.591005816427863,121.11600000000001,20260809,synthetic
no_effect,2026-06-18,affiliate,AFF-A,59.15,83,20,7,721.12,0.24096385542168675,0.35,8.45,12.191377852916315,103.01714285714286,20260809,synthetic
no_effect,2026-06-18,affiliate,AFF-B,80.09,66,13,5,495.94,0.19696969696969696,0.38461538461538464,16.018,6.192283680859033,99.188,20260809,synthetic
no_effect,2026-06-18,display,DSP-A,67.03,59,17,6,629.21,0.288135593220339,0.35294117647058826,11.171666666666667,9.386990899597196,104.86833333333334,20260809,synthetic
no_effect,2026-06-18,display,DSP-B,61.24,53,14,3,295.66,0.2641509433962264,0.21428571428571427,20.413333333333334,4.827890267798825,98.55333333333334,20260809,synthetic
no_effect,2026-06-18,paid_search,SEA-A,91.24,133,28,9,1020.98,0.21052631578947367,0.32142857142857145,10.137777777777778,11.190048224462956,113.44222222222223,20260809,synthetic
no_effect,2026-06-18,paid_search,SEA-B,83.69,126,28,8,818.28,0.2222222222222222,0.2857142857142857,10.46125,9.777512247580356,102.285,20260809,synthetic
no_effect,2026-06-18,paid_social,SOC-A,78.39,98,18,6,867.07,0.1836734693877551,0.3333333333333333,13.065,11.060977165454778,144.51166666666668,20260809,synthetic
no_effect,2026-06-18,paid_social,SOC-B,93.30,115,31,11,1447.85,0.26956521739130435,0.3548387096774194,8.481818181818182,15.518220793140406,131.62272727272727,20260809,synthetic
no_effect,2026-06-19,affiliate,AFF-A,53.21,67,9,5,564.07,0.13432835820895522,0.5555555555555556,10.642,10.600826912234544,112.81400000000001,20260809,synthetic
no_effect,2026-06-19,affiliate,AFF-B,66.66,63,19,5,505.39,0.30158730158730157,0.2631578947368421,13.331999999999999,7.5816081608160815,101.078,20260809,synthetic
no_effect,2026-06-19,display,DSP-A,62.71,59,16,7,834.90,0.2711864406779661,0.4375,8.958571428571428,13.313666081964598,119.27142857142857,20260809,synthetic
no_effect,2026-06-19,display,DSP-B,76.79,54,17,5,514.20,0.3148148148148148,0.29411764705882354,15.358,6.696184399010288,102.84,20260809,synthetic
no_effect,2026-06-19,paid_search,SEA-A,81.11,123,26,7,831.38,0.21138211382113822,0.2692307692307692,11.587142857142856,10.250030822340031,118.76857142857143,20260809,synthetic
no_effect,2026-06-19,paid_search,SEA-B,88.79,111,28,11,1200.85,0.25225225225225223,0.39285714285714285,8.071818181818182,13.524608627097644,109.16818181818181,20260809,synthetic
no_effect,2026-06-19,paid_social,SOC-A,84.75,105,26,10,1074.01,0.24761904761904763,0.38461538461538464,8.475,12.672684365781711,107.401,20260809,synthetic
no_effect,2026-06-19,paid_social,SOC-B,89.41,114,22,10,947.18,0.19298245614035087,0.45454545454545453,8.940999999999999,10.593669611900236,94.71799999999999,20260809,synthetic
no_effect,2026-06-20,affiliate,AFF-A,70.36,67,16,4,333.82,0.23880597014925373,0.25,17.59,4.744457077885162,83.455,20260809,synthetic
no_effect,2026-06-20,affiliate,AFF-B,60.01,68,12,5,633.76,0.17647058823529413,0.4166666666666667,12.001999999999999,10.560906515580736,126.752,20260809,synthetic
no_effect,2026-06-20,display,DSP-A,79.04,59,18,7,972.23,0.3050847457627119,0.3888888888888889,11.291428571428572,12.300480769230768,138.89000000000001,20260809,synthetic
no_effect,2026-06-20,display,DSP-B,64.81,49,11,2,270.28,0.22448979591836735,0.18181818181818182,32.405,4.170344082703286,135.14,20260809,synthetic
no_effect,2026-06-20,paid_search,SEA-A,113.43,136,34,10,1347.18,0.25,0.29411764705882354,11.343,11.876752181962443,134.71800000000002,20260809,synthetic
no_effect,2026-06-20,paid_search,SEA-B,100.13,122,36,13,1214.97,0.29508196721311475,0.3611111111111111,7.702307692307692,12.133925896334766,93.45923076923077,20260809,synthetic
no_effect,2026-06-20,paid_social,SOC-A,78.95,120,34,7,654.51,0.2833333333333333,0.20588235294117646,11.278571428571428,8.290183660544647,93.50142857142858,20260809,synthetic
no_effect,2026-06-20,paid_social,SOC-B,67.69,94,18,9,1144.00,0.19148936170212766,0.5,7.521111111111111,16.900576156005318,127.11111111111111,20260809,synthetic
no_effect,2026-06-21,affiliate,AFF-A,68.60,67,12,6,378.50,0.1791044776119403,0.5,11.433333333333332,5.517492711370263,63.083333333333336,20260809,synthetic
no_effect,2026-06-21,affiliate,AFF-B,57.41,75,19,8,948.18,0.25333333333333335,0.42105263157894735,7.17625,16.515937989897232,118.5225,20260809,synthetic
no_effect,2026-06-21,display,DSP-A,63.33,46,9,5,439.30,0.1956521739130435,0.5555555555555556,12.666,6.936680877940945,87.86,20260809,synthetic
no_effect,2026-06-21,display,DSP-B,57.37,52,9,3,252.22,0.17307692307692307,0.3333333333333333,19.12333333333333,4.396374411713439,84.07333333333334,20260809,synthetic
no_effect,2026-06-21,paid_search,SEA-A,95.94,116,26,7,717.90,0.22413793103448276,0.2692307692307692,13.705714285714285,7.482801751094434,102.55714285714285,20260809,synthetic
no_effect,2026-06-21,paid_search,SEA-B,102.13,145,37,9,1098.86,0.25517241379310346,0.24324324324324326,11.347777777777777,10.759424263193967,122.09555555555555,20260809,synthetic
no_effect,2026-06-21,paid_social,SOC-A,76.75,116,32,12,1391.73,0.27586206896551724,0.375,6.395833333333333,18.13328990228013,115.9775,20260809,synthetic
